"CY Ursae Majoris","CY Ursae Majoris","Q80607131","0"
"St. Lawrence Couny","St. Lawrence County","Q500569","112"
"Chenango ounty","Chenango County","Q487616","112"
"Van Mijenfjoren","Van Mijenfjorden","Q1586804","113"
"Rjogkøbing Fjord","Ringkøbing Fjord","Q1424942","113"
"Aglersparrefjorden","Adlersparrefjorden","Q16825473","113"
"Zorgdragerfjordhn","Zorgdragerfjorden","Q11213364","113"
"Finn Malmgrnfjorden","Finn Malmgrenfjorden","Q11213344","113"
"Kjerulf!jord","Kjerulf Fjord","Q21841056","113"
"Willem Cornelisz. van Muyden","Willem Cornelisz. van Muyden","Q4103233","114"
"Ringkøbing","Ringkøbing","Q502693","114"
"Axel Adlersparre","Axel Adlersparre","Q5542875","114"
"Cornelis Gijsbertsz Zorgdrager","Cornelis Gijsbertsz Zorgdrager","Q2997486","114"
"Finn Malmgren","Finn Malmgren","Q2734017","114"
"Theodor Kjerulf","Theodor Kjerulf","Q2121224","114"
"Toba City Toba Elementary School","Toba City Toba Elementary School","Q73848923","115"
"Fuji City Imaizumi Elementary School","Fuji City Imaizumi Elementary School","Q65262340","115"
"Kuroishi Shiritsu Botandaira Shōgakkō","Kuroishi Shiritsu Botandaira Shōgakkō","Q60985901","115"
"Lahori Gate","Lahori Gate","Q16931856","116"
"Torbau","Torbau","Q41319204","116"
"Southern Entrance Begijnhof Amsterdam","Southern Entrance Begijnhof Amsterdam","Q56704213","116"
"Liauckamastate","Liauckamastate","Q17613958","116"
"Uniastate, Bears","Gate Uniastate","Q17613776","116"
"India","India","Q668","117"
"Germany","Germany","Q183","117"
"Netherlands","Netherlands","Q55","117"
"Hôtel Cap-Estel","Hôtel Cap-Estel","Q98152561","118"
"Oberberg 61","Oberberg 61","Q96678510","118"
"Mas de Chastelas","Mas de Chastelas","Q63785207","118"
"Hotel Weisshorn","Hotel Weisshorn","Q63346622","118"
"Dharman","Dharman","Q63959132","119"
"Fulgur Ovid","Fulgur Ovid","Q111987081","119"
"Queen","Queen","Q104816252","119"
"Adam","Adam","Q2329269","119"
"scientist","scientist","Q901","120"
"VTuber","VTuber","Q55155641","120"
"pirate","pirate","Q10729326","120"
"mass murderer","mass murderer","Q15883433","120"
"HD 249179","HD 249179","Q90868103","121"
"RX J0123.4-7321","RX J0123.4-7321","Q94796411","121"
"X SMC X-2","X SMC X-2","Q94668445","121"
"X Persei","X Persei","Q4597650","121"
"X LMC X-3","X LMC X-3","Q3206084","121"
"LMC X-1","LMC X-1","Q2777677","121"
"Predlitz","Predlitz","Q42344347","122"
"Stadtbergen","Stadtbergen","Q41709246","122"
"Michelstetten","Michelstetten","Q33103647","122"
"Ahorn","Ahorn","Q29015792","122"
"Stillfried","Stillfried","Q2349606","122"
"Oberweg","Oberweg","Q2011429","122"
"Design for a Saknt Donatus.","Design for a Saint Donatus","Q56242147","123"
"Design for a Female Sint","Design for a Female Saint","Q56216465","123"
"Design for a SaintCatherine","Design for a Saint Catherine","Q56147024","123"
"Design for a Vkrgin Mary","Design for a Virgin Mary","Q56042129","123"
"Design for  female saint","Design for a female saint","Q56006468","123"
"Louise and her Father Johann Ludwig Visiting Alexisin Prison","Louise and her Father Johann Ludwig Visiting Alexis in Prison","Q58870985","123"
"Roermond","Roermond","Q8167972","124"
"Dutch State","Dutch State","Q2024455","124"
"E. E. Velkiers","Esther Elizabeth Velkiers","Q5401176","125"
"E. Kegel","Emanuel Kegel","Q5369091","125"
"E. Purcell","Edward Purcell","Q5344922","125"
"E. Finch","Edward Finch","Q5342899","125"
"D. D. Melgás","Diogo Dias Melgás","Q5279193","125"
"J. J. Vilsmayr","Johann Joseph Vilsmayr","Q587869","125"
"J. Addams","Jane Addams","Q180989","125"
"Baroque music","Baroque music","Q8361","126"
"socialism","socialism","Q7272","126"
"death of Linda Norgrove","death of Linda Norgrove","Q104521362","127"
"Death of Cleopatra","Death of Cleopatra","Q30315441","127"
"Mark Chua","Mark Chua","Q6767071","127"
"Korangal Valley","Korangal Valley","Q6431405","128"
"Alexandria","Alexandria","Q87","128"
"Manila","Manila","Q1461","128"
"The Death of the Virgin","The Death of the Virgin","Q18338576","129"
"The Flight into Egypt","The Flight into Egypt","Q18338572","129"
"The Annunciation","The Annunciation","Q18338566","129"
"Saint Philip","Saint Philip","Q64959995","129"
"The Angel Appearing to Joachim","The Angel Appearing to Joachim","Q18338562","129"
"Christ appears to Mary Magdalene","Christ appears to Mary Magdalene","Q18338826","129"
"The Adoration of the Magi","The Adoration of the Magi","Q18338569","129"
"Virgin Mary","Virgin Mary","Q345","130"
"Jesus","Jesus","Q302","130"
"Annunciation","Annunciation","Q154326","130"
"Philip the Apostle","Philip the Apostle","Q43675","130"
"Joachim","Joachim","Q314700","130"
"Mary Magdalene","Mary Magdalene","Q63070","130"
"Life of the Virgin","Life of the Virgin","Q4014884","131"
"The Martyrdom of the Twelve Apostles","The Martyrdom of the Twelve Apostles","Q96983354","131"
"Little Passion","Little Passion","Q3377374","131"
"Jatibonico","Jatibonico","Q861575","132"
"Palma Soriano","Palma Soriano","Q742835","132"
"Mella","Mella","Q658207","132"
"DKV","DKV","Q14552531","133"
"Gerling","Gerling Group","Q1513764","133"
"China Life Insurance Company","China Life Insurance Company","Q5099767","133"
"De Centrale","De Centrale","Q21268923","133"
"HDI","HDI","Q17322068","133"
"Alka","Alka","Q12301042","133"
"Cologne","Cologne","Q365","134"
"Taipei","Taipei","Q1867","134"
"The Hague","The Hague","Q41795540","134"
"Hanover","Hanover","Q1715","134"
"Ballerup","Ballerup","Q28143","134"
"Heather Bell","Heather Bell","Q24027208","135"
"Syren","Syren","Q24027204","135"
"Majestic","Majestic","Q24027108","135"
"Diana","Diana","Q27868088","135"
"Mary Evans","Mary Evans","Q27868083","135"
"Hazelwood","Hazelwood","Q27868071","135"
"Glenalvon","Glenalvon","Q27868060","135"
"shipwrecking","shipwrecking","Q906512","136"
"Marcus Wright","Marcus Wright","Q22675639","137"
"Genos","Genos","Q62397857","137"
"Henry Heywood","Henry Heywood","Q49414389","137"
"John Silver","John Silver","Q27926028","137"
"murderer","murderer","Q931260","138"
"superhero","superhero","Q188784","138"
"cook","cook","Q156839","138"
"chbach","Puchbach","Q110310562","139"
"Sankt Alban, Saozburg.","Sankt Alban, Salzburg","Q109316369","139"
"Summercu","Summerau","Q108905641","139"
"ebers","Reibers","Q107475842","139"
"Hädklingen","Häcklingen","Q832308","139"
"Berkio","Berkhof","Q820909","139"
"KV53","KV53","Q1719163","140"
"KV46","KV46","Q1719159","140"
"KV42","KV42","Q1719155","140"
"WV23","WV23","Q2706226","140"
"Tomb of Cyrus the Great","Tomb of Cyrus the Great","Q2635530","140"
"KV2","KV2","Q1347523","140"
"That's Rich","That's Rich","Q112110887","141"
"Dromendief","Dromendief","Q111968018","141"
"Mee naar Diemen-Zuid","Mee naar Diemen-Zuid","Q111958437","141"
"Mag ik naar je kijken","Mag ik naar je kijken","Q111931536","141"
"22","22","Q111652280","141"
"Fuck You","Fuck You","Q111652277","141"
"Enitsa","Enitsa","Q2457167","142"
"Varbovo","Varbovo","Q2457143","142"
"Belyovo","Belyovo","Q2456970","142"
"Vihren","Vihren","Q2456873","142"
"Bukovo","Bukovo","Q2456832","142"
"Borovo","Borovo","Q2456811","142"
"NGC 2682 20","NGC 2682 20","Q91852257","143"
"BD+12 1919","BD+12 1919","Q91852221","143"
"TYC 3125-2188-1","TYC 3125-2188-1","Q95399903","143"
"CD-63 408","CD-63 408","Q94949288","143"
"SCMS 1296","SCMS 1296","Q94702094","143"
"City of Death","City of Death","Q5123647","144"
"Castrovalva","Castrovalva","Q5050828","144"
"Pyramids of Mars","Pyramids of Mars","Q4997878","144"
"An Unearthly Child","An Unearthly Child","Q1768718","144"
"Groenendaal","Groenendaal","Q17599249","145"
"Cemetery Kranenburg","Cemetery Kranenburg","Q17599513","145"
"Begraafplaats Orthen","Orthen Cemetery","Q18773725","146"
"Cemetery Kranenburg","Cemetery Kranenburg","Q17599513","146"
"'s-Hertogenbosch","'s-Hertogenbosch","Q2766547","147"
"Vorden","Vorden","Q1615554","147"
"LahoriGate","Lahori Gate","Q16931856","148"
"Algemene Begraaplaats","Algemene Begraafplaats","Q17602910","148"
"Gatehouse at Tchoonderlogt","Gatehouse at Schoonderlogt","Q17601334","148"
"orba","Torbau","Q41319204","148"
"Ediuonplein 26, Hilversum","Edisonplein 26, Hilversum","Q17449979","148"
"lswout iatehouse","Elswout gatehouse","Q17187009","148"
"Central Delhi district","Central Delhi district","Q107941","149"
"Leidschendam-Voorburg","Leidschendam-Voorburg","Q112675","149"
"Overbetuwe","Overbetuwe","Q600871","149"
"Gerolzhofen","Gerolzhofen","Q519134","149"
"Hilversum","Hilversum","Q9934","149"
"Bloemendaal","Bloemendaal","Q9908","149"
"Barton Swing Aqueduct","Barton Swing Aqueduct","Q809555","150"
"Pont tournant de Combleux","Pont tournant de Combleux","Q3397649","150"
"Third Avenue Bridge","Third Avenue Bridge","Q7784766","150"
"Hisingsbron","Hisingsbron","Q10524556","150"
"Bahnhofsbrücke Warnemünde","Bahnhofsbrücke Warnemünde","Q2657983","150"
"Sundkil Bridge","Sundkil Bridge","Q19391121","150"
"Manchester Ship Canal","Manchester Ship Canal","Q935570","151"
"Canal d'Orléans","Canal d'Orléans","Q639370","151"
"Harlem River","Harlem River","Q597451","151"
"Göta älv","Göta älv","Q214748","151"
"Alter Strom","Alter Strom","Q32214159","151"
"Sundkilen","Sundkilen","Q11223542","151"
"Ayan","Ayan","Q28732299","152"
"Cosy Cove","Cosy Cove","Q102194193","152"
"Glen Cove","Glen Cove","Q49378028","152"
"Sea of Okhotsk","Sea of Okhotsk","Q41602","153"
"Stoco Lake","Stoco Lake","Q7359505","153"
"Carr Inlet","Carr Inlet","Q5045968","153"
"Rocca","Rocca","Q2160147","154"
"Vendelinus","Vendelinus","Q2151737","154"
"Porter","Porter","Q2105050","154"
"Pons","Pons","Q2103599","154"
"Poisson","Poisson","Q2100856","154"
"Eagle","Eagle","Q2083022","154"
"Begunovtsi","Begunovtsi","Q1074178","155"
"Dzhinchovtsi","Dzhinchovtsi","Q1074170","155"
"Volno","Volno","Q2653367","155"
"Musée Saint-Raymond, 26480","Musée Saint-Raymond, 26480","Q55656052","156"
"Musée Saint-Raymond, 26389","Musée Saint-Raymond, 26389","Q55656015","156"
"Mamarce Oinochoe","Mamarce Oinochoe","Q2016876","156"
"Musée Saint-Raymond, 26508","Musée Saint-Raymond, 26508","Q55656060","156"
"Musée Saint-Raymond, 26100","Musée Saint-Raymond, 26100","Q55655898","156"
"Musée Saint-Raymond, 26507","Musée Saint-Raymond, 26507","Q55656059","156"
"lion","lion","Q140","157"
"horse","horse","Q726","157"
"belt","belt","Q134560","157"
"ball","ball","Q18545","157"
"Hedera","Hedera","Q26771","157"
"Pyotr Fedoseyev","Pyotr Fedoseyev","Q3512648","158"
"Evald Ilyenkov","Evald Ilyenkov","Q1382977","158"
"Leonid Fëdorovič Il'ičëv","Leonid Fëdorovič Il'ičëv","Q3830605","158"
"Julius Caesar","Julius Caesar","Q1048","158"
"Theodore Roosevelt","Theodore Roosevelt","Q33866","158"
"Novodevichy Cemetery","Novodevichy Cemetery","Q208175","159"
"Kuntsevo Cemetery","Kuntsevo Cemetery","Q1514332","159"
"Temple of Caesar","Temple of Caesar","Q1133288","159"
"Youngs Memorial Cemetery","Youngs Memorial Cemetery","Q14707829","159"
"Communist Party of the Soviet Union","Communist Party of the Soviet Union","Q79854","160"
"populares","populares","Q271108","160"
"Republican Party","Republican Party","Q29468","160"
"Category:20th-century philosophy","Category:20th-century philosophy","Q8206156","161"
"Late Roman Republic","Late Roman Republic","Q2815472","161"
"Progressive Era","Progressive Era","Q2635158","161"
"Vecforštate Old Believers' House of Prayer","Vecforštate Old Believers' House of Prayer","Q4320769","162"
"Old Believers Church of the Nativity of the Theotokos in Daugavpils","Old Believers Church of the Nativity of the Theotokos in Daugavpils","Q4300374","162"
"St. Nicholas Church","St. Nicholas Church","Q30037752","162"
"Old Believers church in Tiraspol","Old Believers church in Tiraspol","Q47538765","162"
"Church of Protection of the Holy Virgin in Minkavičy","Church of Protection of the Holy Virgin in Minkavičy","Q25536489","162"
"Old Believers","Old Believers","Q223710","163"
"Russian Orthodox Old-Rite Church","Russian Orthodox Old-Rite Church","Q1636683","163"
"Latvia","Latvia","Q211","164"
"Ukraine","Ukraine","Q212","164"
"Moldova","Moldova","Q217","164"
"Belarus","Belarus","Q184","164"
"The SpongeBob SqwarePants Movie","The SpongeBob SquarePants Movie","Q579928","165"
"Tie Fabulous Baron Munchausen","The Fabulous Baron Munchausen","Q7732986","165"
"Paria, Mirabela","Maria, Mirabela","Q4281621","165"
"The Congrss.","The Congress","Q3520383","165"
"Space Jam:A New Legacy","Space Jam: A New Legacy","Q56850065","165"
"Coo World","Cool World","Q26265","165"
"color","color","Q22006653","166"
"black and white","black and white","Q838368","166"
"Mr. Lawrence","Mr. Lawrence","Q4408","167"
"Jan Libíček","Jan Libíček","Q74699","167"
"Mihai Constantinescu","Mihai Constantinescu","Q12735453","167"
"Frances Fisher","Frances Fisher","Q35011","167"
"Zac Efron","Zac Efron","Q45229","167"
"Charlie Adler","Charlie Adler","Q2557451","167"
"Indian National Academy of Engineering","Indian National Academy of Engineering","Q6021009","168"
"Royal Academy of Sciences and Arts of Barcelona","Royal Academy of Sciences and Arts of Barcelona","Q9066994","168"
"Real Academia de Ciencias Económicas y Financieras","Real Academia de Ciencias Económicas y Financieras","Q6101686","168"
"Royal Academy of Pharmacy","Royal Academy of Pharmacy","Q2895433","168"
"National Academies of Sciences, Engineering, and Medicine","National Academies of Sciences, Engineering, and Medicine","Q3233780","168"
"Royal Swedish Academy of War Sciences","Royal Swedish Academy of War Sciences","Q3395778","168"
"Royal Swedish Academy of Engineering Sciences","Royal Swedish Academy of Engineering Sciences","Q3394637","168"
"New Delhi","New Delhi","Q987","169"
"Barcelona","Barcelona","Q1492","169"
"Royal Academy of Pharmacy building","Royal Academy of Pharmacy building","Q29903068","169"
"Washington, D.C.","Washington, D.C.","Q61","169"
"Stockholm","Stockholm","Q1754","169"
"National Assembly","National Assembly","Q1760847","170"
"House of Representatives","House of Representatives","Q1501976","170"
"Reichenau","Reichenau","Q2139125","171"
"Baumgartenberg","Baumgartenberg","Q811559","171"
"Sankt Sebastian","Sankt Sebastian","Q689147","171"
"Ranshofen","Ranshofen","Q42328863","171"
"assassination of Gene Viernes and Silme Domingo","assassination of Gene Viernes and Silme Domingo","Q108936761","172"
"Murder of Alexandros Grigoropulos","Murder of Alexandros Grigoropulos","Q108828162","172"
"Murder of Holly Jones","Murder of Holly Jones","Q108442504","172"
"Murder of Marwa El-Sherbini","Murder of Marwa El-Sherbini","Q108294791","172"
"murder of Samuel Luiz","murder of Samuel Luiz","Q107419831","172"
"murder of Jesse Valencia","murder of Jesse Valencia","Q106991501","172"
"murder of William Butler","murder of William Butler","Q106875886","172"
"Suva","Suva","Q684011","173"
"Concordia","Concordia","Q1124160","173"
"Continentale","Continentale","Q1128861","173"
"Colonia","Colonia","Q1110685","173"
"Garantia","Garantia","Q11860292","173"
"Anstalt des öffentlichen Rechts","Anstalt des öffentlichen Rechts","Q89651843","174"
"association","association","Q15177651","174"
"mutual organization","mutual organization","Q955214","174"
"Aktiengesellschaft","Aktiengesellschaft","Q422062","174"
"insurance company","insurance company","Q107173841","174"
"Hyde","Hyde","Q306122","175"
"Haruna Iikubo","Haruna Iikubo","Q265069","175"
"Kyoko Fukada","Kyoko Fukada","Q253882","175"
"Arthur Kuroda","Arthur Kuroda","Q838658","175"
"Leslie Cheung","Leslie Cheung","Q313596","175"
"Dwight D. Eisenhower","Dwight D. Eisenhower","Q9916","175"
"O","O","Q19831451","176"
"Japanese","Japanese","Q5287","177"
"English","English","Q1860","177"
"Chinese","Chinese","Q7850","177"
"A Survey of Ameuican Painting","A Survey of American Painting","Q28823070","178"
"ontemporary Negro Art","Contemporary Negro Art","Q28737078","178"
"de Kooning: A Retopective","de Kooning: A Retrospective","Q23013969","178"
"Boumort","Boumort","Q17386829","179"
"El Castellar","El Castellar","Q16608834","179"
"Eldhraun","Eldhraun","Q16303663","179"
"Hricovec","Hricovec","Q15457470","179"
"Hughes Mountain","Hughes Mountain","Q14704319","179"
"Jankov vŕšok","Jankov vŕšok","Q13419805","179"
"Vápeč","Vápeč","Q12772728","179"
"Worb SBB railway station","Worb SBB railway station","Q31454500","180"
"Pečky train station","Pečky train station","Q18180455","180"
"Nymburk hlavní nádraží","Nymburk hlavní nádraží","Q18180441","180"
"Weilheim (Oberbay) station","Weilheim (Oberbay) station","Q11774738","180"
"Secunderabad Junction railway station","Secunderabad Junction railway station","Q7444810","180"
"S Sagittae","S Sagittae","Q6116381","181"
"Eta Sculptoris","Eta Sculptoris","Q5177988","181"
"HD 211392","HD 211392","Q1747992","181"
"Alpha Antliae","Alpha Antliae","Q1581928","181"
"Lambda Herculis","Lambda Herculis","Q1536950","181"
"72 Pegasi","72 Pegasi","Q4643196","181"
"4 Cassiopeiae","4 Cassiopeiae","Q4639031","181"
"Montgomery Bell State Prk","Montgomery Bell State Park","Q6905653","182"
"Henry Horton State Rark","Henry Horton State Park","Q5723264","182"
"Fall#Creek Falls State Park","Fall Creek Falls State Park","Q5432019","182"
"Edgar Evins Suate Park","Edgar Evins State Park","Q5337229","182"
"ove Lake State Pak","Cove Lake State Park","Q5178932","182"
"A Christmas Ccrol.","A Christmas Carol","Q3062468","183"
"Laut Chritmas","Last Christmas","Q18159602","183"
"Pinocchlo","Pinocchio","Q7196386","183"
"selenium-70","selenium-70","Q18845146","184"
"selenium-69","selenium-69","Q18845144","184"
"selenium-68","selenium-68","Q18845141","184"
"selenium-67","selenium-67","Q18845137","184"
"London Victoria station","London Victoria station","Q985210","185"
"Brno hlavní nádraží","Brno hlavní nádraží","Q921772","185"
"Sapporo Station","Sapporo Station","Q801404","185"
"Lille-Flandres station","Lille-Flandres station","Q801098","185"
"Gent-Sint-Pieters railway station","Gent-Sint-Pieters railway station","Q800814","185"
"Ipui onac","Ipui onac","Q12259693","186"
"The Adventures of Ulysses","The Adventures of Ulysses","Q3828522","186"
"Mr. and Mrs. Elliot","Mr. and Mrs. Elliot","Q24041092","186"
"De binocle","De binocle","Q19973853","186"
"public domain","public domain","Q19652","187"
"fable","fable","Q693","188"
"novel","novel","Q8261","188"
"short story","short story","Q49084","188"
"Amsham","Amsham","Q74058667","189"
"Rieneck","Rieneck","Q66768693","189"
"Rauenberg","Rauenberg","Q61928556","189"
"Caridad","Caridad","Q55364409","189"
"Solar Star","Solar Star","Q19612918","190"
"Girasol","Girasol","Q111010045","190"
"Kidston Solar Farm","Kidston Solar Farm","Q92767598","190"
"Edsforsen","Edsforsen","Q32232812","191"
"Dunderforsen","Dunderforsen","Q32232255","191"
"Brattforsen","Brattforsen","Q32227585","191"
"Emily Falls","Emily Falls","Q32193007","191"
"Storfossen","Storfossen","Q34760029","191"
"Small frog pendant","Small frog pendant","Q102971652","192"
"Small eagle pendant","Small eagle pendant","Q102971643","192"
"Large eagle pendant","Large eagle pendant","Q102967878","192"
"Eagle pendant with detailed head","Eagle pendant with detailed head","Q102964666","192"
"Mrk 111","Mrk 111","Q86817598","193"
"ESO 83-5","ESO 83-5","Q86810043","193"
"ESO 381-26","ESO 381-26","Q86758690","193"
"ESO 137-3","ESO 137-3","Q86757339","193"
"ESO 264-13","ESO 264-13","Q88594417","193"
"ESO 114-9","ESO 114-9","Q88452289","193"
"ESO 189-30","ESO 189-30","Q88441108","193"
"Rijksluchtvaartschool","Rijksluchtvaartschool","Q87658421","194"
"Wojewódzki Szpital Chirurgii Urazowej św. Anny","Wojewódzki Szpital Chirurgii Urazowej św. Anny","Q96377020","194"
"H. C. Ørsted Institute","H. C. Ørsted Institute","Q89917791","194"
"Rogatki Mokotowskie","Rogatki Mokotowskie","Q9311728","194"
"Yebisu Garden Place","Yebisu Garden Place","Q11259433","194"
"Maison Alcan","Maison Alcan","Q6737024","194"
"University of Pittsburgh Graduate School of Public Health","University of Pittsburgh Graduate School of Public Health","Q7896126","194"
"Sleutelwerken","Sleutelwerken","Q87656608","195"
"Ochota I","Ochota I","Q61093941","195"
"North Campus","North Campus","Q25247846","195"
"Unii Lubelskiej Square in Warsaw","Unii Lubelskiej Square in Warsaw","Q33600543","195"
"100 selections of urban landscapes","100 selections of urban landscapes","Q11643668","195"
"George Stephen House","George Stephen House","Q5544818","195"
"University of Pittsburgh","University of Pittsburgh","Q235034","195"
"Science and Technology Facilities Council","Science and Technology Facilities Council","Q1669366","196"
"British Library","British Library","Q23308","196"
"Homes England","Homes England","Q5890410","196"
"Rutherford Appleton Laboratory","Rutherford Appleton Laboratory","Q45820","197"
"UK Web Archive","UK Web Archive","Q7864972","197"
"Winfrith Technology Centre","Winfrith Technology Centre","Q8025062","197"
"Polaris House","Polaris House","Q21715454","198"
"London","London","Q84","198"
"Birchwood","Birchwood","Q821731","198"
"AMiBA","AMiBA","Q1094807","199"
"Q&U Bolometric Interferometer for Cosmology","Q&U Bolometric Interferometer for Cosmology","Q3413898","199"
"Australian Square Kilometre Array Pathfinder","Australian Square Kilometre Array Pathfinder","Q3917556","199"
"Murchison Widefield Array","Murchison Widefield Array","Q1485963","199"
"Allen Telescope Array","Allen Telescope Array","Q1200061","199"
"Korean VLBI Network","Korean VLBI Network","Q12623480","199"
"Green Bank Interferometer","Green Bank Interferometer","Q5602307","199"
"Hawaii County","Hawaii County","Q487334","200"
"Salta Province","Salta Province","Q44803","200"
"Western Australia","Western Australia","Q3206","200"
"California","California","Q99","200"
"Seoul","Seoul","Q8684","200"
"Pocahontas County","Pocahontas County","Q501312","200"
"Eugène Janin","Eugène Janin","Q34037068","201"
"Gabriel Demante","Gabriel Demante","Q34036055","201"
"Leszek Konieczny","Leszek Konieczny","Q104551759","201"
"Snezhana Popova","Snezhana Popova","Q104536916","201"
"Hrant Yeritsyan","Hrant Yeritsyan","Q104534821","201"
"Barbara Gutkowska","Barbara Gutkowska","Q104532630","201"
"bachelor's degree","bachelor's degree","Q163727","202"
"professor","professor","Q121594","202"
"Faust","Faust","Q2593047","203"
"American Pop","American Pop","Q2559102","203"
"Allegro Non Troppo","Allegro Non Troppo","Q2000923","203"
"Jan Švankmajer","Jan Švankmajer","Q316165","204"
"Ralph Bakshi","Ralph Bakshi","Q315441","204"
"Bruno Bozzetto","Bruno Bozzetto","Q673304","204"
"Lincoln Township","Lincoln Township","Q7996268","205"
"Stony Creek Township","Stony Creek Township","Q7996260","205"
"Hartford Township","Hartford Township","Q7996231","205"
"State Agency of Watr Resources of Ukraine","State Agency of Water Resources of Ukraine","Q12100382","206"
"State Tteasury","State Treasury","Q12100322","206"
"Nationcl Bureau of Investigation","National Bureau of Investigation","Q2915414","206"
"ED4","ED4","Q4529432","207"
"ED9","ED9","Q4529430","207"
"BOA","BOA","Q2907498","207"
"Polish Academy of Sciences","Polish Academy of Sciences","Q651690","208"
"National Academy of Sciences of Armenia","National Academy of Sciences of Armenia","Q2379496","208"
"Royal Academy of Moral and Political Sciences","Royal Academy of Moral and Political Sciences","Q840015","208"
"Academy of Athens","Academy of Athens","Q414403","208"
"Royal Academy of Arts","Royal Academy of Arts","Q270920","208"
"Warsaw","Warsaw","Q270","209"
"Yerevan","Yerevan","Q1953","209"
"Madrid","Madrid","Q2807","209"
"Athens Municipality","Athens Municipality","Q1224979","209"
"City of Westminster","City of Westminster","Q179351","209"
"Jerzy Duszyński","Jerzy Duszyński","Q19635956","210"
"Victor Ambartsumian","Victor Ambartsumian","Q164396","210"
"Juan Velarde Fuertes","Juan Velarde Fuertes","Q3753442","210"
